9971	0.000
14759	0.000
19547	0.000
24335	0.000
96382	0.000
101182	0.000
105983	0.000
110783	0.000
182791	0.000
187604	0.000
192418	0.000
197231	0.000
269198	0.000
274026	0.000
278853	0.000
283681	0.000
355603	0.000
360446	0.000
365288	0.000
370131	0.000
442006	0.000
446865	0.000
451724	0.000
456583	0.000
528407	0.000
533283	0.000
538160	0.000
543036	0.000
614806	0.000
619701	0.000
624595	0.000
629490	0.000
701204	0.000
706117	0.000
711031	0.000
715944	0.000
787599	0.000
792533	0.000
797466	0.000
802400	0.000
873992	0.000
878947	0.000
883901	0.000
888856	0.000
960384	0.000
965360	0.000
970337	0.000
975313	0.000
1046773	1.000
1051772	1.000
1056772	1.000
1061771	0.375
1133161	0.000
1138184	0.000
1143206	0.000
1148229	0.125
1219547	0.625
1224594	0.625
1229641	0.875
1234688	1.000
1305930	0.500
1311003	0.375
1316075	0.000
1321148	0.000
1392312	0.000
1397411	0.000
1402509	0.000
1407608	0.000
1478692	0.000
1483817	0.000
1488943	0.000
1494068	0.000
1565071	0.000
1570223	0.000
1575376	0.000
1580528	0.000
1651447	0.000
1656628	0.000
1661808	0.250
1666989	0.375
1737822	0.000
1743032	0.000
1748241	0.000
1753451	0.000
1824195	0.000
1829434	0.000
1834673	0.000
1839912	0.000
1910566	0.000
1915835	0.000
1921105	0.000
1926374	0.000
1996935	0.000
2002235	0.000
2007535	0.000
2012835	0.000
2083303	0.000
2088634	0.000
2093966	0.000
2099297	0.000
2169670	0.000
2175033	0.000
2180396	0.000
2185759	0.000
2256034	0.000
2261429	0.000
2266825	0.000
2272220	0.000
2342397	0.000
2347825	0.000
2353254	0.000
2358682	0.000
2428759	0.000
2434220	0.000
2439682	0.000
2445143	0.000
2515119	0.000
2520614	0.000
2526110	0.000
2531605	0.000
2601477	0.375
2607007	0.000
2612536	0.000
2618066	0.000
2687834	0.125
2693398	0.000
2698963	0.000
2704527	0.000
2774190	0.000
2779789	0.000
2785389	0.000
2790988	0.000
2860544	0.000
2866179	0.000
2871813	0.000
2877448	0.000
2946897	0.000
2952567	0.000
2958238	0.000
2963908	0.000
3033248	0.000
3038955	0.000
3044661	0.000
3050368	0.000
3119598	0.000
3125341	0.000
3131085	0.000
3136828	0.000
3205947	0.000
3211727	0.000
3217507	0.000
3223287	0.000
3292295	0.000
3298112	0.000
3303928	0.000
3309745	0.000
3378641	0.000
3384495	0.000
3390350	0.000
3396204	0.000
3464987	0.500
3470879	0.125
3476770	0.000
3482662	0.000
3551331	0.000
3557260	0.000
3563190	0.000
3569119	0.000
3637674	0.000
3643641	0.000
3649609	0.000
3655576	0.000
3724017	0.000
3730022	0.000
3736027	0.000
3742032	0.000
3810358	0.000
3816401	0.000
3822445	0.000
3828488	0.000
3896698	0.000
3902780	0.000
3908861	0.000
3914943	0.000
3983037	0.375
3989157	0.375
3995278	0.125
4001398	0.250
4069375	0.000
4075534	0.000
4081693	0.250
4087852	0.375
4155713	0.000
4161911	0.000
4168108	0.000
4174306	0.000
